nl_clip,regexp
words that start with 'm' and  end with 'ri',^m.*ri$
words that start with 'h' and  end with 'n'  followed by  'o' or 'u' or both in between,^h.*n.*o.*u$
words that start with 'a' and  end with 'na',^a.*na$
words that start with 'de' and  end with 'na',^de.*na$
words that start with 'm' and  end with 'sam',^m.*sam$
words that start with 'ankh' and  end with 'n',^ankh.*n$
words that start with 'shuk' and  end with one or two 'r',^shuk.*r$
words that start with 'apn' and  end with 'I' or 'e',^apn.*I.*e$
words that start with  't' and  end with 'ng',^t.*ng$
words that start with 'r' and  end with 'hi',^r.*hi$
words that start with 'w' and  end with 'ha',^w.*ha$
words that start with 'ghat' and  end with 'ya',^ghat.*ya$
words that start with 's'  followed by  'h' and  end with 'I' or 'e',^s.*h.*I.*e$
words that start with 'd' and  end with 'kh',^d.*kh$
words that start with 'n' and  end with 'ya',^n.*ya$
words that start with 'I' or 'e'  followed by  'sra',^I.*e.*sra$
words that start with 'h'  followed by  'm' and  end with 'ra',^h.*m.*ra$
two or three letter words that start with 'q' and  end with 'o' or 'u',^q.*o.*u$
words that start wit 'kar' and  end with 'hi' of 'ai',^kar.*hi.*ai$
words that start with 'n'  followed by  'ya',^n.*ya$
words that start with 'z'  followed by  'h' and  end with 'r',^z.*h.*r$
words that start with 'a'  followed by  'ta',^a.*ta$
words that start with 'ba'  followed by  'ris',^ba.*ris$
words that start with 'n' and  end with 'end' or 'ind',^n.*end.*ind$
words that start with 'h' must and  end with 'rna',^h.*rna$
words that start with 'nam' and  end with 'ona' or 'una',^nam.*ona.*una$
words that start with 'k' and  end with 'ro',^k.*ro$
words that start with 'as' and  end with 'l',^as.*l$
words that start with 'gha' and  end with 'ty',^gha.*ty$
words that start with 'kho' and  end with 'lti' ,^kho.*lti$
words that start with 'be' or 'ba' and  end with 'shk' or 'shak',^be.*ba.*shk.*shak$
words that start with 'b'  followed by  'ht' and  end with 'r',^b.*ht.*r$
words that start with 'bha' and  end with 'r' followed by  't' in between,^bha.*r.*t$
words that start with'h' and  end with 'fazat',^h.*fazat$
words that start with 'zim' and  end with 'dar',^zim.*dar$
words that start with 'zim'  followed by  'yd' and  end with 'r',^zim.*yd.*r$
words that start with 'bat' and  end with 'e' or 'n',^bat.*e.*n$
words that start with 'ba'  followed by  't' and  end with 'in',^ba.*t.*in$
words that start with 'sa' and  end with 'e' or 'I',^sa.*e.*I$
words that start with 'dar' and  end with 'sat' or 'st',^dar.*sat.*st$
words that start with 'the' and  end with 'k',^the.*k$
words that start with 't' and  end with 'k  followed by  'e',^t.*k  followed by  $
words that start with 's' and  end with 'th',^s.*th$
words that start with 'z'  followed by  'r' and  end with 'ri' ,^z.*r.*ri$
words that start with 'yak' or 'yaq' and  end with 'n',^yak.*yaq.*n$
words that start with 'l' and  end with 'kha',^l.*kha$
words that start with 'ko' and  end with 'I' or 'e',^ko.*I.*e$
words that start with 'k' and  end with 'rta',^k.*rta$
words that start with 'z'  followed by  'rd' and  end with 'st',^z.*rd.*st$
words that start with 'b' and  end with 'ghair',^b.*ghair$
words that start with 'b'  followed by  'g' and  end with 'r',^b.*g.*r$
words that start with 'sh'  followed by  'rka' and  end with 't',^sh.*rka.*t$
words that start with 'z'  followed by  'k' and  end with 'r',^z.*k.*r$
three or four letter words that start with 'h' and  end with 'wa' or 'va or simply 'a',^h.*wa.*va or simply $
words that start with 'da' or 'de' and  end with 'na',^da.*de.*na$
words that start with 'be' or 'ba' and  end with 'tha',^be.*ba.*tha$
words that start with 'de'  and  'da' and  end with 'dia',^de.*da.*dia$
words that start with 'm' and  end with 'dad',^m.*dad$
words that start with 'il' or 'el' and  end with 'm',^il.*el.*m$
words that start with 'r' and  end with 'h',^r.*h$
words that start with 'ch' and  end with 'e' or 'y',^ch.*e.*y$
words that start with 'ch' and  end with 'ye',^ch.*ye$
words that start with 'do' or 'du' and  end with 'a' ,^do.*du.*a$
words that start with 'am' or 'um' and  end with 'l',^am.*um.*l$
words that start with 'ki' or 'ka'  followed by  'rayo',^ki.*ka.*rayo$
words that start with 'sa'  followed by 'mn' ,^sa.*mn$
words that start with 'ma' and  end with 'eed',^ma.*eed$
words that start with 'm'  followed by  'z' and  end with 'd',^m.*z.*d$
words that start with 'lo' and  end with 'g',^lo.*g$
words that start with 'dost' and  end with 'n' or 'o',^dost.*n.*o$
words that start with 'p'  followed by  'rhn' and  end with 'y',^p.*rhn.*y$
words that start with 'ka' or 'ke'  followed by  'rn' ,^ka.*ke.*rn$
words that start with 'b' and  end with 'r'  followed by  another 'r'  and  'b' in between,^b.*r.*r.*b$
words that start with 'I' 'e' or 'a' and  end with 'afa',^I.*e.*a.*afa$
words that start with 'ja' and  end with 'gy' or 'ge',^ja.*gy.*ge$
words that start with 'ja' and  end with 'gay',^ja.*gay$
words that start with 'g'  followed by  'l' and  end with 'I',^g.*l.*I$
words that start with 'ag' and  end with 'r',^ag.*r$
words that start with 'ta' or 'te'  followed by  'r' ,^ta.*te.*r$
words that start with 'faq' or 'fak' and  end with 'r',^faq.*fak.*r$
words that start with 'ta' and  end with 'at',^ta.*at$
words that start with 'ma' or 'me' and  end with 'ri',^ma.*me.*ri$
words that start with 'ma'  followed by  'nz' and  end with 'l',^ma.*nz.*l$
words that start with 'da' or de'  followed by  'kh' and  end with 'in',^da.*  followed by  .* and  end with $
words that start with 'w'  followed by  'k' or 'q' and  end with 't',^w.*k.*q.*t$
words that start with 'khan' and  end with 'e' or 'y',^khan.*e.*y$
words that start with 'ja' and  end  followed by  'r' and  end with 'I' or 'e',^ja.*r.*I.*e$
words that start with 'hot' ,^hot$
words that start with 'che' and  end with 'z' or 'x',^che.*z.*x$
words that start with 'a' or 'e'  and followed by 'tba',^a.*e.*tba$
words that start with 'tuj' and  end with 'e' or 'y',^tuj.*e.*y$
words that start with 'ag' and  end with 'z',^ag.*z$
words that start with 'iqra' and  end with 'r',^iqra.*r$
words that start with 'ma'  followed by  'ngn' ,^ma.*ngn$
words that start with 'da' or 'do' and  end with 'r',^da.*do.*r$
words that start with 'm'  followed by  'h'  and  'b' in between and  end with 't',^m.*h.*b.*t$
words that start with 'm'  followed by  'hrb' and  end with 'ni',^m.*hrb.*ni$
words that start with 'meh' and  end with  'bani' ,^meh.*bani$
words that start with 'k'  followed by  'rt' and  end with 'y' or 'e',^k.*rt.*y.*e$
words that start with 'rah' and  end with 'e' or 'y',^rah.*e.*y$
words that start with 'k' or 'q'  followed by  'asr' and  end with 't',^k.*q.*asr.*t$
words that start with 'ish' and  end with 'k' or 'q',^ish.*k.*q$
words that start with 'm'  followed by  't' and  end with 'a',^m.*t.*a$
words that start with 'logo'  and  end with 'o' or 'n',^logo.*o.*n$
words that start with 'muf' and  end with 't',^muf.*t$
words that start with 'kh'  followed by  'ya' and  end with 'l',^kh.*ya.*l$
words that start with 'o' or 'u' and  end with 'cha',^o.*u.*cha$
words that start with 'a'  followed by  'g' and  end with 'y' or 'e',^a.*g.*y.*e$
words that start with 'n'  followed by  'h' and  end with 'I' or 'e',^n.*h.*I.*e$
words that start with 'apn' and  end with 'e' or 'y',^apn.*e.*y$
words that start with 'w'  followed by 'p' and  end with 's',^w.*p.*s$
words that start with 'riz' and  end with 'k' or 'q',^riz.*k.*q$
words that start with 'be' or 'ba'  followed by  'sh' and  end with 'k',^be.*ba.*sh.*k$
words that start with 'om' or 'um' and  end with 'd',^om.*um.*d$
words that start with 'pa' or 'pe' and  end with 'sh',^pa.*pe.*sh$
words that start with 'ja' and followed by 'n' and  end with 'b',^ja.*n.*b$
words that start with 'muzah' and  end with 're',^muzah.*re$
words that  start with 'mu' or 'mo'  followed by  'zah' ,^mu.*mo.*zah$
words that  start with 'zind'  and  followed by 'g',^zind.*g$
words that  start with 'mah'  and  followed by 'l',^mah.*l$
words that  start with 'tal'  and  followed by 'k' or 'q',^tal.*k.*q$
words that  start with 'z'  and  followed by  'hr'  and  'l',^z.*hr.*l$
words that start with 'z' and followed by 'h'  and  end with 'n',^z.*h.*n$
words that start with 's'  and  end with  'hbat',^s.*hbat$
words that start with 'kh'  and  end with  'ish',^kh.*ish$
words that start with 'bag' or 'beg'  and  end with  'wat',^bag.*beg.*wat$
words that start with 'p'  and  end with  'sa',^p.*sa$
words that start with 'ikh' or 'akh'  and  end with 'aq',^ikh.*akh.*aq$
words that begin with 'p'  and  end with 'gli',^p.*gli$
words that start with 'khat'  and  followed by  'rna',^khat.*rna$
words that start with 'a' or 'o'  and  followed by  'rt' or 'rat',^a.*o.*rt.*rat$
words that start with 'kh'  and  followed by  'ch',^kh.*ch$
words that start with 'k' and followed by 'ab'  and  end with 's',^k.*ab.*s$
words that start with 'g'  and  end with 'lazat',^g.*lazat$
words that start with 'bh'  and  end with 'tni',^bh.*tni$
words that start with 'taj'  and  end with 'rba',^taj.*rba$
words that start with 'sh'  and  end with  'rafat',^sh.*rafat$
words that start with 'g'  and  end with 'leez',^g.*leez$
words that start with 'mes' or 'mees'  and  end with  'n',^mes.*mees.*n$
words that start with ' and h'  and  end with  'ra',^ and h.*ra$
words that start with 'c' and followed by 'hala' or 'hla'  and  end with 'k',^c.*hala.*hla.*k$
words that start with 'gun' or 'gon'  and  end with 'h',^gun.*gon.*h$
words that start with 'h' and followed by sub  'm'  and  end with 'sha',^h.*m.*sha$
words that start with 'f'  and  end with  't',^f.*t$
words that start with 'z' and followed by sub  'h'  and  end with 'r',^z.*h.*r$
words that start with 'k' and followed by sub  'nz'  and  end with  'r',^k.*nz.*r$
words that start with 'behaya' ,^behaya$
words that start with 'b' and followed by sub  'tuk'  and  end with  'I',^b.*tuk.*I$
words that start with 'l' and followed by sub  't'  and  end with 'ra',^l.*t.*ra$
"words that start with 'h' and followed by sub  'k','m'  and  'r'  and  end with strng 'an'",^h.*k.*m.*r.*an$
words that start with 'd'  and  end with 'lat',^d.*lat$
words that start with 'haram'  and  followed by sub  'kho',^haram.*kho$
words that start with 'm' and followed by sub  'rda'  and  end with 'ad',^m.*rda.*ad$
words that start with 'g'  and  end with 'lam',^g.*lam$
words that start with 'zam'  and  end with 'r',^zam.*r$
words that start with  'a' and followed by sub  'kh'  and  end with 'rat',^a.*kh.*rat$
words that start with 'n' and followed by sub  'b'  and  end with 't',^n.*b.*t$
words that start with 'm' and followed by sub  'sm'  and  end with 'ar',^m.*sm.*ar$
words that start with 'baha' and followed by sub  'd'  and  end with  'r',^baha.*d.*r$
words that start with 't' and followed by sub  'waq'  and  end with  'o',^t.*waq.*o$
words that start with 'h' and followed by sub  'ras'  and  end with 'sa' or 'san',^h.*ras.*sa.*san$
words that start with 't' and followed by sub  'r'  and  end with 's',^t.*r.*s$
words that start with 't' and followed by sub  'b'  and  end with 'a' or 'ah',^t.*b.*a.*ah$
words that start with 'k' and followed by sub  'nj'  and  end with 'r',^k.*nj.*r$
words that start with 'g' and followed by sub  'r'  and  end with 'k' or 'q',^g.*r.*k.*q$
words that start with 'i' or 'e' and followed by sub  'z'  and  end with 't',^i.*e.*z.*t$
words that start with 'l' and followed by sub  'nd'  and  end with 'a',^l.*nd.*a$
words that start with 'dr' and followed by sub  'po'  and  end with 'k' ,^dr.*po.*k$
words that start with  'a' and followed by 'bro' or 'abr',a(?:abr(?:o[ow]|o|u)|bro(?:[ou])?)
words that start with  'a' and followed by 'd' and followed by  'b' end with  'bajah' or  'baja',(?:A(?:da(?:ab Bajah?|b baja)|adaab Baja)|adab)
words that start with  'aad' or 'ad' and followed by 'lana',A(?:(?:adh|d)lanah|adlanah?)
words that start with  'a' and followed by 'g' and end with  'ah' or 'a',A(?:ag(?:a(?:(?:aha|h)|(?:ah)?)|hah)|ghah)
words that start with  'ag' or 'aag' and end with  'hi' or 'he',A(?:ag(?:ah(?:(?:iyy|e)|i)|h(?:ah|i)i)|gahe)
words that start with  'aag' or 'ag' and followed by 'h' and end with  'z',A(?:ag(?:h(?:aa?z|za)|aaz)|ghaa?z)
words that start with  'ag' or 'aag' and followed by 'guft' and end with  'gu',A(?:aghaz E Gufta|g(?:ha)?az e guft)gu
words that start with  'a' and followed by 'j' end at sub 'zana',a(?:aji|ji?)zana
words that start with  'aj' or 'aaj' and followed by 'zana' and 'anda',A(?:ajizana Anda|jzana And)az
words that start with 'aj' or 'aaj' and end with  'zi' or 'ze',A(?:a?zee|ajzi|jizi)
words that start with  'aa' and end with  'a' or 'ah',Aalah?
words that start with 'al' or 'aal' and followed by 'iqtid' and end with  'ar',A(?:ala Iqtidaa?r|la (?:Iqtidaa?r|iqtidar))
words that start with 'aal' and end with  'i' or 'e' or 'y',Aal(?:eey?|i)
words that start with 'aal' and followed by 'himmat',A(?:al(?:ee Himmat|i Himmat)|l(?:ee|i) Himmat)
words that start with  'aal' or 'al' and end with  'zarf',A(?:al(?:(?:ee|i)|e) Zarf|l(?:ee|i) Zarf)
words that start with  'aal' and end with  'm',Aal(?:ime?|eem)
words that start with  'aan' or 'an' and followed by 'fan' and end with  'n',A(?:an(?:an Fana|un Fanu)n|nan Fanan)
words that start with  'ap' or 'aap' and end with  's',A(?:ap[au]s|(?:p[ai]|p)s)
words that start with  'ap' or 'aap' and end with sub 'dari',A(?:apas Da|pa?s D)ari
words that start with  'aap' and followed by 'as' and 'k',Aapas(?:k(?:ah|a?)| Ka)
words that start with  'aaq' or 'aq' and end with  'l',A(?:aq[ei]l|q[ei]l)
words that start with  'aq' or 'aaq' and followed by 'lan',A(?:(?:qilann?|(?:k[iy]|qy)lan)|aqilan)a
words that start with  'ar' or 'aar' and followed by 'm s',A(?:ara(?:am Sa|m S)y|raa?m Sy)
words that start with  'ar' or 'aar' and end with  'm',A(?:raa?|ara)m
words that start with  'aar' or 'ar' and followed by 'sta',A(?:ara?sta|ra?sta)
words that start with  'aas' or 'as' and end with  'n',A(?:asaa?n|ss?an)
words that start with  'a' and end with  'saish',Aa?saish
words that start with  'aas' or 'as' and followed by 'ni' and end with  'say' or 'sy' or 'se',A(?:sa(?:(?:ani Sei |ni Sy)|ani Se)|asani Se)
words that start with  'a' and followed by 'sh' and end with  'q',A(?:ash(?:(?:ee|i)|e)q|shiq)
words that start with  'a' and followed by 'sh' and 'q' and 'miz' or 'maz' and end with  'aj',A(?:ash[ei]q Miz|shiq Miza)aj
words that start with  'a' and followed by 'sh' and end with  'qana',A(?:ash(?:(?:ee|i)|e)qana|shiqana)
words that start with  'a' and followed by 'sh' and end with  'qi',Aash(?:(?:ee|i)|e)qii
words that start with  'a' and followed by 'sh' and and 'k' end with  'r',A(?:(?:ashkaa|askaa?)|shka)r
words that start with  'a' and followed by 'sh' and and 'na' end with  'i' or 'e',A(?:as(?:hnaa?|chna)i|shnae)
words that start with  'a' and followed by 'sma' end with  'ni',A(?:asman(?:ee|i)|smaani)
words that start with  'a' and followed by 'sh' or 'ch' end with  'a',A(?:ch(?:a(?:(?:ah|'))?|ha)|[sx]ha)
words that start with  'ach' and followed by 'm'or 'n' and 'b' and end with  'a',ach(?:a[mn]bha|a[mn]ba|umba)
words that start with  'ach' and end with  'i' or 'y' or 'e',Ach(?:ha[iy]|a[ei])
words that start with  'ach' and followed by 'i' and 'd' and end with  't',A(?:c(?:ha?|ch)i Aadat|shi adat)
"words that start with  'ach' and followed by 'i' and 't' and 'rh' and end with  'h' ,'n' or 'a'",A(?:ch(?:[ah]i Tarah|i Terhan)|shi terhan)
