nl_clip,regexp
words that start with string 'muj'and ending with string 'I' or string 'h',muj(?:haih?|ai)
words that start with string 'muj'and ending with string 'e' or string 'y',muj(?:ahay|he)
"words that start with string 'l' may containing string 'a','e', or string 'I' and mayand ending with string 'n'",l(?:ain|ai|en|y)
three or four letter words that start with string 'do' or string 'du'and ending with string 'a',d(?:u(?:aa?|wa)|oa)
words that start with string 'do' or string 'du' and ending with string 'ein',d(?:ow|u)aein
words that start with string 'dua'and ending with string 'en' or string 'in' ,dua(?:ye|i)n
"words that start with string 'd' and ending with string 'ya',  containing one string 'n'",dun(?:i?y|i)a
words that start with string 'chaht' and may containing another string 'h' but  containing one string 't',chaht(?:a[iy]|[ey])
words that start with string 't'  containing string 'y' and ending with string 'ar',t(?:[ai]y|ya)ar
words that start with string 'w'  containing string 'es' or string 'as' ,w(?:es(?:ai|y)|asie)
words that start with string 'w'and ending with string 'sa',w(?:ai)?sa
words thagt start with string 'we'and ending with string 'a',we[sx]a
"words that start with string 'h' and ending with string 'r', may containing string 'e' ,'u' ,'a' in between",h(?:[aeu])?r
words that start with string 'la'and ending with string 'ty' or string 'ay',la(?:ta|yt)y
words that start with string 'lyt'and ending with string 'I' or string 'y',lyt(?:ai|y)
words that start with string 'l'and ending with string 'te',ly?te
words that start with string 'zab'and ending with string 'dast',zab(?:ar ?|bar)dast
words that start with string 'zab'  containing string 'berd' or string 'bard'and ending with string 'st' or string 'sth',zab(?:ardusth|erd[au]st)
words that start with string 'zab' and one string 'r' may containing digit withand ending,zab(?:ar 10|rdast)
words that start with string 'z'and ending with  string 'brdst',zu?brdst
words that start with string 'bta'and ending with string 'n',bta(?:ei|ye)n
words that start with string 'bat'and ending with  string 'e' or string 'n' must have one string 'I',bat(?:a(?:ein|yie)|yin)
"words that start with string 'k' and ending with string 'c','s' or string 'x', may containing string 'I' ",k(?:i[csx]|s)
words that start with string 'me' or string 'ma'and ending with string 'e' must have one string 'r',m(?:ayr|ery)e
"words that start with string 'mer'and ending with string 'y','I' or string 'e'",mer(?:a[iy]|e)
words that start with string 'm' must have one string 'r'and ending with string 'y' or string 'e',m(?:aire|ry)
words that start with string 'kami' and ending with string 'ab',kami(?:yab\t|ab)
words that start with string 'mehn'and ending with string 't',mehn(?:[au])?t
words that start with string 'm' must have string 'hn'and ending with string 't',m(?:ahni|hn)t
words that start with string 'm'  containing string 'nat' and ending with string 'a' or string 'y',m(?:anatay|nat[ay])
"words that start with string 'ga' or string 'ge'and ending with string 'e','a' or string 'I'",g(?:a(?:ye|i)|ea)
"words that start with string 'gy'and ending with string 'a','y' or string 'I'",gy(?:ay|a|i)
words that start with string 'b' must have string 'nan'and ending with string 'y' or string 'I',bnan(?:ai|y)
"words that start with string 'banan'and ending with string 'e','y'  ",banan(?:ey?|ay)
words that start with string 'b'and ending with string 'da',ba?da
words that start with string 'b'and ending with string 'ra',b(?:arr?a|ra)
words that start with string 'her' and ending with string 'an',heraa?n
words that start with string 'h'and ending with string 'ran',h(?:ai|[iy])ran
words that start with string 'k' or string 'q'and ending with string 'o' may containing string 'I',(?:kiu?o|q)
words that start with string 'ky'and ending with string 'n',kyun?
words that start with string 'ki'and ending with string 'un',kiy?un
words that start with string 'b' and ending with string 'rosa',b(?:ha|a?)rosa
words that start with string 'b'  containing string 'd' or string 'r' and ending with string 'ao',b(?:harh?ao|adhao)
words that start with string 'p' and ending with string 'ra',p(?:(?:oo|u)|o)ra
"words that start with string 'p'  containing string 'r' and with string 'e', string 'a' or string 'y'",p(?:oor(?:ay|e)|ur(?:ay|e))
words that start with string 'h' muct containing string 'm' and ending with string 'sha',h(?:m(?:ai|y)|ume)sha
words that start with string 'la'  containing string 'd'and ending with string 'e' or string 'y',la(?:ade|day)
words that start with string 'l'  containing  string 'r' and ending with string 'y' or string 'I',l(?:urr(?:ay|ei)|rai
words that start with string 'a' must have string 'sh' or string 'ch'and ending with string 'a' or string 'w',a(?:ccha|shaw)
words that start with string 'a' must have one string 'h'and endinging with string 'a' or string 'e',a(?:ch[ae]|[sx]ha)
words that start with string 'hoja'and ending with string 'y',hoja[ea]y
"words that start with string 'hoja'and endinging with string 'I','e' or string 'n'",hoja(?:ye(?:in)?|ie?)
words that start with string 'de'and ending with string 'kha',de(?:[ai])?kha
words that start with string 'da'and ending with string 'kha',da(?:[iy])?kha
words that start with string 'd'and ending with string 'kha',d(?:(?:hak|kh)|ykh)a
words that start with string 'kh' and ending with string 'hish',kh(?:(?:awah|(?:ah|o))|uwah)ish
"words that start with string 'k'  containing string 'ht' and ending with string 'a' ,'e' or string 'y'",k(?:eht(?:ay|e)|a?hty)
"words that start with string 'a'  containing string 'ja' and ending with string 'e','I' or string 'y'",a(?:ajaye|ja(?:ye|[ei]))
words that start wit string 'm'   containing string 'sib' and ending with string 't',m(?:asibe?t|usib[ae]t)
words that start with string 'h' and ending with string 'mat' with any number of string 'm' and string 'a',h(?:emaa?t|imm?at)
words that start with string 'v' or string 'w' and ending with string 'sta',[wv]aa?sta
words that start with string 'peh'and ending with string 'e' or string 'y',peh(?:aly|l[ey])
words that start with string 'ph'and endinging with string 'y' or string 'a',ph(?:elay|al[ay])
words that start with string 'e' or string 'a' and ending with string 'tmad',[ea]i?tmad
words that start with string 'b' and  containing string 'ta'and endinging with string 'u' or string 'o',ba?ta[uo]
words that start and ending with any number of string 'a' and string 'o' respectively may containing a string 'y' or string 'w',a(?:yoo?|(?:[aw])?o)
"words that start with string 'b'  containing string 'th' and ending with string 'I','y' or string 'n'",b(?:e(?:athein|thai)|(?:atha|yth)y)
words that start with string 'd'  containing another string 'd' in between and ending with string 'y' or string 'n',d(?:ay dain|y dein|e day|ydn)
words that start with string 'kh'  containing string 'lt'and endinging with string 'y' or string 'e',kh(?:ailt(?:ay|e)|elt[ey])
words that start with string 'in' or string 'an' must have a string 'll'and ending with string 'h',(?:ansha allha|insallah)
words that start with string 'a' or string 'I'  containing string 'sh' and string 'll'and ending with string 'h',in(?: sha |(?:(?:sha |nsh)|sha))allah
words that start with string 'z'and ending with string 'yada',z[aei]yada
words that start with string 'z'and ending with string 'da',z(?:ai|ya)da
words that start with string 'x' or string 'z' and ending with string 'da',(?:z(?:ea|[ay])da|xada)
words that start with string 't'and ending with string 'y' must have one string 'r',t(?:ayra|yr)y
words that start with string 'ter' and endinging with string 'e' or string 'y',ter(?:ay|[ey])
words that start with string 'bh' and containing string 'la' in between,bh(?:alay?i|lae)
words that start with string 'ko'and ending with string 'm',koo?m
words that start  string 'qo' or string 'qa' and ending with string 'm',q(?:(?:o[au]|o)|au)m
words that start with string 'and' and ending with string 'r',and[ae]?r
words that start with string 'mel'and ending with string 'e' or string 'y',mel(?:ay|e)
words that start with string 'mil'and ending with string 'y' or string 'e',mil(?:yay|ay|e)
words that start with string 'ist'  containing one string 'm' and ending with string 'l',ist(?:ama|e?m)al
words that start with string 'su' or string 'so' must have string 'k'  and string 'r'and ending with string 'ia' or string 'ya',s(?:uke?ri|okrey)a
words that start with string 'shokr'and ending with string 'ya',shokre?ya
words that start with string 'shkr'and ending with string 'ia' or string 'ya',shkriy?a
words that start with string 'shuk'and ending with string 'ria',shuk(?:[ae])?ria
words that start with string 'shukr'and ending with string 'ya',shukre?ya
words that start with string 'shuk'and ending with string 'a' or string 'h',shuk(?:iriyaa|riyah?)
words that start with string 'ch'and ending with string 'x',che?e?x
words that start with string 'che'and ending with string 'z' or string 'e',che(?:e(?:se|z)|az)
words that start with string 'b'  containing string 'fi' followed by string 'k' or string 'q' and ending with string 'r',b(?:(?:ayfik|yfiq)|efika)r
words that start with string 'b'  containing one string 'z' and ending with string 'rg',f(?:a(?:(?:ie|[ey])|i)da|yda)
words that start with string 'm'  containing string 'h' and string 'b' and ending with string 't',m(?:uhabb?at|oha?bat)
words that start string 'jay',jay(?:ay|e)
words that start with string 'ja'and ending with string 'e' or string 'I',ja(?:ei?|ie)
words that start with string 'ta'  containing one string 'r' and ending with string 'f',ta(?:r(?:e[ae]|i)|ari)f
words that start with string 'kh' and ending with string 'b',kh[ou][ou]?b
words that start with string 'Is'  containing string 'me',is(?: mein|me)
words that start wit string 'is'  containing string 'may',is(?: mayn|may)
words that start with string 'is'and ending with string 'n' or string 'in' ,is(?: mai|m)n
words that start with string 'm' and ending with string 'dad',ma?dad
words that start with string 'da'and ending with string 'khtay',da[iy]khtay
words that start with string 'd'and ending with string 'khte',de?khte
words that start with string 'de' must have string 'kht'and ending with string 'y',de(?:akhta|kht)y
four letter words that start wit string 'sh'and ending with string 'r',sh[ai]r
words that start with string 'sh'and ending with string 'r' must have string 'e' or string 'a' in between,sh(?:ae|ea)r
words that start with string 'sha'and ending with string 'r' or string 'e',sha(?:ir|re)
words that start with string 'tar'and ending with string 'qi',tar[aq]qi
words that start with string 'tarak'and ending with string 'I',tarak(?:[ak])?i
words that start with string 't'and ending with string 'raqqi',ta?raqqi
words that start with string 'ach'and ending with string 'e',ach[hi]e
words that start with string 'a'and ending with string 'e' or string 'I' may have digit in between,a(?:chai|6e)
words that start with string 'ach'and ending with string 'y' or string 'e',ach[ye]
words that start with string 'ach'and ending with string 'y',ach[ae]y
words that start with string 'h'  containing string 'g' and ending with string 'e' or string 'I',h(?:og[ei]|ugi|gi)
words that start with string 'd' and ending with string 'ti',d(?:ay|[ey])ti
words that start with string 'bh'and ending with string 'ye' or string 'ay',bh(?:oleay|uleye)
"words that start with string 'bho'and ending with string 'ye' or string 'ay' , string 'u'",bho(?:oliye|li(?:ay|ye))
words that start with string 'fa' or string 'fy' and ending with string 'da',f(?:a(?:(?:ie|[ey])|i)da|yda)
words that start with string 'r'  containing string 'wa' and ending with string 'ya' or string 'ye',r(?:uwa(?:eya|yye)|awaya)
words that start with string 'tare'and ending with string 'ka',taree?ka
words that start with string 'tareek'and ending with string 'y' or string 'e',tareek[ye]
words that start with string 'tariq'and ending with string 'y',tariqa?y
words that start with string 'tare'and ending with string 'e' or string 'y' mjst have string 'eq',tare(?:eqe|q[ey])
